date,hour,count,weather_type,temperature,humidity,wind_speed
01/01/2011,01,1,2,2.2,0.82,0.0
01/01/2011,13,4,4,14.0,0.77,18.5
01/01/2011,14,1,4,12.8,0.77,20.4
01/01/2011,15,2,4,11.7,0.83,20.4
01/01/2011,16,2,4,12.0,0.82,20.4
01/01/2011,19,1,4,10.0,0.94,20.4
01/02/2011,14,2,9,8.3,0.8,11.1
01/02/2011,22,1,2,2.2,0.46,11.1
01/03/2011,08,4,2,-1.1,0.45,25.9
01/03/2011,09,2,2,0.0,0.44,16.7
01/03/2011,11,2,1,2.2,0.36,20.4
01/03/2011,12,2,1,3.3,0.35,18.5
01/03/2011,14,1,1,4.4,0.31,16.7
01/03/2011,16,4,1,3.3,0.3,14.8
01/03/2011,17,6,1,2.8,0.33,7.4
01/03/2011,18,8,2,1.1,0.48,0.0
01/03/2011,19,1,1,0.6,0.5,7.4
01/03/2011,21,1,1,-1.7,0.67,9.3
01/04/2011,08,4,0,-1.1,0.66,14.8
01/04/2011,09,3,4,-0.6,0.67,22.2
01/04/2011,11,1,1,2.2,0.52,11.1
01/04/2011,12,5,1,3.3,0.55,13.0
01/04/2011,13,2,1,4.4,0.51,14.8
01/04/2011,14,2,1,5.0,0.51,16.7
01/04/2011,16,2,1,5.0,0.49,14.8
01/04/2011,17,7,1,3.9,0.49,13.0
01/04/2011,18,4,2,3.3,0.48,7.4
01/04/2011,19,1,2,3.3,0.48,7.4
01/04/2011,20,3,2,1.7,0.64,0.0
01/04/2011,21,1,1,1.7,0.67,5.6
01/04/2011,22,1,1,1.1,0.7,5.6
01/05/2011,01,1,1,3.9,0.46,14.8
01/05/2011,08,3,0,1.7,0.4,22.2
01/05/2011,09,1,0,2.2,0.39,22.2
01/05/2011,10,1,1,3.9,0.33,22.2
01/05/2011,12,4,0,5.0,0.32,20.4
01/05/2011,14,6,1,6.1,0.3,13.0
01/05/2011,15,1,1,5.6,0.31,5.6
01/05/2011,16,1,1,2.8,0.39,13.0
01/05/2011,17,8,1,2.8,0.39,9.3
01/05/2011,18,6,0,2.8,0.39,7.4
01/05/2011,19,2,0,1.7,0.48,11.1
01/05/2011,20,1,0,1.1,0.5,13.0
01/05/2011,21,1,1,0.0,0.56,9.3
01/06/2011,00,2,2,-1.1,0.64,0.0
01/06/2011,08,3,4,0.0,0.52,0.0
01/06/2011,09,3,0,1.1,0.46,0.0
01/06/2011,11,2,1,3.9,0.36,5.6
01/06/2011,12,1,1,3.9,0.36,7.4
01/06/2011,13,1,2,5.0,0.35,11.1
01/06/2011,14,4,1,5.0,0.35,11.1
01/06/2011,15,1,1,3.9,0.38,11.1
01/06/2011,16,3,1,2.2,0.52,11.1
01/06/2011,17,5,1,1.7,0.52,9.3
01/06/2011,18,3,0,1.7,0.57,5.6
01/06/2011,19,3,0,1.1,0.52,11.1
01/06/2011,20,2,4,1.7,0.57,14.8
01/06/2011,21,1,4,1.7,0.54,18.5
01/06/2011,22,2,4,1.1,0.59,13.0
01/06/2011,23,1,3,1.1,0.61,14.8
01/07/2011,07,4,0,1.1,0.5,16.7
01/07/2011,08,10,0,1.1,0.48,20.4
01/07/2011,09,4,2,1.7,0.4,22.2
01/07/2011,11,2,4,1.1,0.37,16.7
01/07/2011,12,2,4,1.1,0.37,18.5
01/07/2011,13,5,4,1.1,0.4,16.7
01/07/2011,14,1,4,0.6,0.4,11.1
01/07/2011,15,1,4,1.1,0.38,11.1
01/07/2011,16,2,4,0.6,0.4,0.0
01/07/2011,17,7,0,0.6,0.43,5.6
01/07/2011,18,6,0,-0.6,0.52,5.6
01/07/2011,21,1,4,0.0,0.45,11.1
01/07/2011,22,1,4,0.0,0.48,9.3
01/08/2011,00,1,3,0.0,0.51,9.3
01/08/2011,16,1,0,-1.1,0.38,37.0
01/08/2011,18,1,1,-2.2,0.38,16.7
01/08/2011,21,1,1,-3.3,0.39,25.9
01/09/2011,02,2,2,-4.4,0.48,27.8
01/09/2011,11,1,1,0.0,0.38,29.6
01/09/2011,16,2,1,0.0,0.37,25.9
01/09/2011,17,1,1,-0.6,0.4,22.2
01/09/2011,20,1,2,-1.7,0.45,27.8
01/09/2011,21,1,2,-2.2,0.47,20.4
01/09/2011,22,1,2,-2.8,0.49,13.0
01/10/2011,08,2,4,-2.2,0.51,16.7
01/10/2011,10,1,4,-1.1,0.47,18.5
01/10/2011,13,2,4,1.1,0.42,14.8
01/10/2011,14,1,4,1.1,0.42,14.8
01/10/2011,15,1,0,1.1,0.42,9.3
01/10/2011,16,1,0,1.1,0.42,7.4
01/10/2011,17,2,0,0.6,0.43,14.8
01/10/2011,18,8,0,-0.6,0.47,11.1
01/10/2011,19,1,1,-1.1,0.51,11.1
01/10/2011,20,1,1,-1.7,0.56,13.0
01/11/2011,00,1,0,-2.2,0.58,11.1
01/11/2011,08,4,4,0.0,0.52,7.4
01/11/2011,09,3,4,0.0,0.51,11.1
01/11/2011,11,3,3,1.0,0.52,9.3
01/11/2011,12,1,4,1.0,0.52,7.4
01/11/2011,13,2,3,1.0,0.56,0.0
01/11/2011,14,5,4,-1.0,0.8,5.6
01/11/2011,16,2,4,-1.0,0.86,14.8
01/11/2011,17,5,3,-1.0,0.8,11.1
01/11/2011,18,6,9,-1.0,0.93,5.6
01/11/2011,20,1,3,-1.0,0.93,9.3
01/12/2011,08,2,1,-1.1,0.59,22.2
01/12/2011,11,1,1,1.1,0.48,38.9
01/12/2011,13,3,0,1.1,0.48,22.2
01/12/2011,14,1,0,1.1,0.48,27.8
01/12/2011,15,1,0,1.7,0.44,22.2
01/12/2011,17,3,0,0.6,0.5,35.2
01/12/2011,18,4,0,0.0,0.48,27.8
01/12/2011,19,3,0,-0.6,0.5,22.2
01/12/2011,21,1,0,-1.1,0.56,29.6
01/12/2011,22,2,0,-1.7,0.61,25.9
01/13/2011,08,1,0,-1.7,0.51,22.2
01/13/2011,09,1,4,-0.6,0.5,24.1
01/13/2011,10,1,4,0.6,0.46,29.6
01/13/2011,12,3,1,1.7,0.42,29.6
01/13/2011,13,4,1,2.2,0.41,25.9
01/13/2011,16,1,1,1.1,0.42,18.5
01/13/2011,17,8,2,0.6,0.43,22.2
01/13/2011,18,1,2,-0.6,0.47,16.7
01/13/2011,19,3,2,-1.1,0.47,14.8
01/14/2011,07,1,0,-4.0,0.74,11.1
01/14/2011,08,1,0,-1.7,0.69,9.3
01/14/2011,09,3,1,0.0,0.56,13.0
01/14/2011,11,1,0,0.0,0.51,18.5
01/14/2011,13,3,1,2.2,0.41,18.5
01/14/2011,16,3,1,1.7,0.42,11.1
01/14/2011,17,3,1,0.6,0.48,0.0
01/14/2011,18,5,0,-0.6,0.59,5.6
01/14/2011,19,5,0,0.0,0.61,0.0
01/14/2011,20,3,0,-0.6,0.69,0.0
01/14/2011,21,2,4,-0.6,0.69,0.0
01/14/2011,22,3,4,0.0,0.56,0.0
01/15/2011,01,1,4,-1.1,0.59,5.6
01/15/2011,09,1,0,0.0,0.61,11.1
01/15/2011,12,2,0,5.0,0.4,20.4
01/15/2011,15,2,4,7.8,0.34,13.0
01/15/2011,16,2,4,7.2,0.36,18.5
01/15/2011,18,1,4,7.2,0.39,16.7
01/15/2011,21,1,4,6.1,0.43,7.4
01/15/2011,23,1,1,4.4,0.55,0.0
01/16/2011,12,4,0,4.4,0.35,20.4
01/16/2011,13,1,0,5.0,0.35,16.7
01/16/2011,14,1,0,3.9,0.38,16.7
01/16/2011,15,1,0,3.3,0.38,14.8
01/16/2011,16,1,0,2.2,0.39,16.7
01/16/2011,17,1,0,1.1,0.42,11.1
01/16/2011,20,1,0,0.0,0.5,11.1
01/16/2011,21,1,4,1.1,0.5,9.3
01/17/2011,01,1,4,0.0,0.44,16.7
01/17/2011,09,2,4,-0.6,0.5,16.7
01/17/2011,11,1,4,0.0,0.48,9.3
01/17/2011,12,1,4,0.0,0.48,9.3
01/17/2011,13,3,4,0.0,0.45,7.4
01/17/2011,15,3,4,0.6,0.48,11.1
01/17/2011,16,1,0,0.6,0.52,13.0
01/18/2011,13,2,4,1.0,0.87,14.8
01/18/2011,14,4,4,2.0,0.81,11.1
01/18/2011,15,1,4,2.2,0.86,13.0
01/18/2011,16,5,4,2.2,0.82,13.0
01/18/2011,17,4,4,1.7,0.85,7.4
01/18/2011,18,5,4,2.0,0.81,11.1
01/18/2011,19,6,4,1.7,0.89,0.0
01/18/2011,20,1,4,1.7,0.89,9.3
01/18/2011,22,1,4,1.7,0.92,0.0
01/18/2011,23,1,4,2.0,0.93,0.0
01/19/2011,01,1,9,2.0,0.93,5.6
01/19/2011,08,1,4,3.3,0.93,7.4
01/19/2011,09,4,0,3.9,0.93,9.3
01/19/2011,11,1,5,6.1,0.82,5.6
01/19/2011,12,2,0,11.1,0.61,18.5
01/19/2011,13,3,0,10.6,0.59,16.7
01/19/2011,14,1,0,10.6,0.56,18.5
01/19/2011,15,2,0,10.0,0.57,25.9
01/19/2011,17,9,1,7.8,0.61,18.5
01/19/2011,18,4,1,7.2,0.56,27.8
01/19/2011,19,3,1,6.7,0.51,20.4
01/19/2011,20,1,1,7.0,0.49,27.8
01/19/2011,22,1,1,5.6,0.55,31.5
01/20/2011,00,1,0,4.4,0.53,9.3
01/20/2011,08,4,4,2.8,0.52,14.8
01/20/2011,09,2,0,3.9,0.5,20.4
01/20/2011,11,2,4,5.6,0.43,0.0
01/20/2011,12,3,4,5.0,0.47,7.4
01/20/2011,13,4,4,6.1,0.45,9.3
01/20/2011,15,1,4,6.1,0.47,9.3
01/20/2011,16,1,4,5.6,0.51,7.4
01/20/2011,17,7,4,4.4,0.55,13.0
01/20/2011,18,5,4,3.9,0.57,22.2
01/20/2011,19,5,4,3.9,0.6,18.5
01/20/2011,21,1,4,3.3,0.62,18.5
01/20/2011,22,2,4,3.3,0.65,20.4
01/21/2011,00,1,4,3.0,0.7,16.7
01/21/2011,07,1,1,0.6,0.5,22.2
01/21/2011,08,2,1,1.1,0.52,24.1
01/21/2011,09,3,0,1.1,0.48,31.5
01/21/2011,10,2,0,1.7,0.42,31.5
01/21/2011,13,2,1,0.6,0.27,35.2
01/21/2011,14,1,1,-0.6,0.26,29.6
01/21/2011,15,2,1,-1.1,0.27,24.1
01/21/2011,16,2,1,-2.2,0.29,24.1
01/21/2011,17,6,0,-2.8,0.31,16.7
01/21/2011,18,1,0,-3.3,0.32,22.2
01/21/2011,19,3,1,-4.4,0.35,27.8
01/21/2011,20,1,0,-5.0,0.39,18.5
01/21/2011,22,1,0,-6.1,0.4,22.2
01/22/2011,11,2,4,-5.6,0.37,7.4
01/22/2011,12,1,0,-5.0,0.37,0.0
01/22/2011,15,2,0,-2.8,0.29,13.0
01/22/2011,16,1,1,-3.3,0.3,0.0
01/22/2011,17,2,1,-5.0,0.37,13.0
01/22/2011,18,1,2,-5.0,0.37,9.3
01/22/2011,19,1,2,-5.6,0.44,11.1
01/23/2011,11,2,0,-0.6,0.35,31.5
01/23/2011,12,2,0,-1.7,0.33,25.9
01/23/2011,13,1,0,-1.1,0.29,24.1
01/23/2011,15,1,1,-1.1,0.28,22.2
01/23/2011,19,1,2,-3.9,0.36,16.7
01/23/2011,20,2,2,-4.4,0.37,13.0
01/23/2011,21,1,2,-5.0,0.39,13.0
01/24/2011,07,3,1,-7.2,0.5,0.0
01/24/2011,08,2,1,-6.1,0.44,0.0
01/24/2011,09,2,0,-4.4,0.44,5.6
01/24/2011,10,1,0,-3.9,0.45,9.3
01/24/2011,11,1,4,-2.8,0.43,13.0
01/24/2011,12,1,4,-2.2,0.43,14.8
01/24/2011,13,2,4,-2.2,0.49,14.8
01/24/2011,14,1,1,-1.1,0.41,11.1
01/24/2011,15,3,0,-1.1,0.49,16.7
01/24/2011,16,1,1,-1.7,0.51,16.7
01/24/2011,17,6,0,-1.7,0.56,13.0
01/24/2011,18,7,0,-1.7,0.54,11.1
01/24/2011,19,2,0,-1.7,0.58,13.0
01/24/2011,20,1,0,-1.7,0.61,11.1
01/24/2011,21,1,4,-1.7,0.64,14.8
01/25/2011,07,1,4,-0.6,0.72,9.3
01/25/2011,08,2,4,0.6,0.66,5.6
01/25/2011,10,2,4,2.8,0.59,9.3
01/25/2011,11,2,4,3.9,0.55,5.6
01/25/2011,12,6,4,4.4,0.55,9.3
01/25/2011,13,1,4,6.1,0.45,0.0
01/25/2011,14,3,4,7.2,0.42,0.0
01/25/2011,15,2,4,7.2,0.42,0.0
01/25/2011,16,2,0,6.1,0.45,0.0
01/25/2011,17,10,4,6.1,0.49,5.6
01/25/2011,18,5,4,4.4,0.63,11.1
01/25/2011,19,3,0,2.8,0.67,13.0
01/25/2011,21,1,0,2.2,0.64,11.1
01/25/2011,22,1,4,2.2,0.64,11.1
01/25/2011,23,1,4,2.2,0.67,9.3
01/26/2011,09,2,9,2.0,0.93,18.5
01/26/2011,10,2,9,1.7,0.92,22.2
01/26/2011,11,2,9,2.2,0.89,25.9
01/26/2011,12,4,9,2.0,0.93,22.2
01/26/2011,13,1,9,2.0,0.93,27.8
01/27/2011,16,1,0,2.2,0.57,7.4
01/27/2011,17,3,0,1.1,0.67,5.6
01/27/2011,18,4,1,0.6,0.72,5.6
01/27/2011,19,2,0,0.0,0.75,5.6
01/27/2011,20,2,0,0.0,0.75,5.6
01/27/2011,21,1,0,0.0,0.75,5.6
01/28/2011,08,2,4,0.0,0.85,7.4
01/28/2011,09,1,3,0.0,0.87,7.4
01/28/2011,10,2,3,0.0,0.87,0.0
01/28/2011,11,1,3,0.0,0.93,7.4
01/28/2011,15,2,4,1.7,0.85,5.6
01/28/2011,16,2,0,2.0,0.81,0.0
01/28/2011,17,5,0,2.8,0.76,13.0
01/28/2011,18,3,4,2.8,0.76,9.3
01/28/2011,19,3,4,2.8,0.73,13.0
01/28/2011,20,1,4,2.2,0.76,9.3
01/29/2011,13,1,4,1.7,0.61,9.3
01/29/2011,14,3,0,2.2,0.64,20.4
01/29/2011,15,1,0,2.0,0.7,16.7
01/29/2011,16,2,0,2.8,0.62,0.0
01/29/2011,17,3,0,2.2,0.7,9.3
01/29/2011,18,2,4,2.2,0.67,16.7
01/30/2011,13,1,0,5.0,0.6,5.6
01/30/2011,14,2,0,5.6,0.58,0.0
01/30/2011,15,2,0,6.1,0.56,0.0
01/30/2011,16,1,0,5.6,0.6,13.0
01/30/2011,17,1,0,3.9,0.65,11.1
01/30/2011,18,4,1,3.9,0.65,13.0
01/30/2011,19,1,4,3.9,0.65,7.4
01/31/2011,06,1,4,-1.1,0.64,18.5
01/31/2011,08,1,4,-1.1,0.61,20.4
01/31/2011,12,1,4,-0.6,0.57,0.0
01/31/2011,13,2,4,0.0,0.56,9.3
01/31/2011,14,2,4,-0.6,0.59,9.3
01/31/2011,15,1,4,-0.6,0.57,13.0
01/31/2011,16,2,4,-0.6,0.57,13.0
01/31/2011,17,8,4,-0.6,0.54,14.8
01/31/2011,18,5,4,-1.1,0.59,11.1
01/31/2011,19,1,3,-1.0,0.6,11.1
01/31/2011,20,1,3,-1.0,0.6,5.6
02/01/2011,00,1,4,-1.1,0.69,7.4
02/01/2011,08,2,9,-1.0,0.93,0.0
02/01/2011,09,3,4,-1.0,0.93,0.0
02/01/2011,10,1,4,0.0,0.87,0.0
02/01/2011,11,1,4,0.6,0.85,0.0
02/01/2011,12,3,4,1.0,0.81,0.0
02/01/2011,13,1,4,2.0,0.81,0.0
02/01/2011,14,1,4,2.8,0.79,0.0
02/01/2011,15,1,4,2.8,0.79,9.3
02/01/2011,16,3,4,3.3,0.76,0.0
02/01/2011,17,8,4,2.2,0.82,7.4
02/01/2011,18,2,4,3.0,0.81,7.4
02/01/2011,19,6,4,1.7,0.85,0.0
02/01/2011,20,2,4,2.0,0.87,9.3
02/01/2011,21,1,4,2.0,0.81,11.1
02/01/2011,22,2,9,2.0,0.87,13.0
02/02/2011,07,1,9,2.0,1.0,14.8
02/02/2011,09,4,4,2.0,1.0,0.0
02/02/2011,10,1,4,3.0,0.93,13.0
02/02/2011,12,1,4,4.0,0.93,11.1
02/02/2011,13,5,1,10.6,0.8,11.1
02/02/2011,15,3,0,9.4,0.71,20.4
02/02/2011,16,2,1,9.4,0.52,35.2
02/02/2011,17,5,1,7.8,0.42,37.0
02/02/2011,18,5,1,5.0,0.45,33.3
02/02/2011,19,3,1,3.3,0.47,37.0
02/02/2011,20,1,2,2.2,0.48,22.2
02/02/2011,22,1,1,1.1,0.46,16.7
02/03/2011,07,1,0,-1.7,0.49,24.1
02/03/2011,08,3,0,-1.1,0.49,20.4
02/03/2011,09,4,0,0.0,0.45,22.2
02/03/2011,10,1,0,0.0,0.45,29.6
02/03/2011,11,1,0,1.1,0.42,24.1
02/03/2011,12,1,0,1.1,0.4,27.8
02/03/2011,13,1,0,2.2,0.39,25.9
02/03/2011,14,2,0,2.2,0.39,22.2
02/03/2011,15,3,0,1.7,0.4,16.7
02/03/2011,16,2,0,1.1,0.42,13.0
02/03/2011,17,6,0,1.1,0.42,11.1
02/03/2011,18,7,0,1.1,0.42,0.0
02/03/2011,19,1,0,1.1,0.46,5.6
02/03/2011,20,8,0,0.0,0.54,7.4
02/03/2011,22,1,0,0.6,0.48,7.4
02/04/2011,07,1,0,-1.7,0.75,9.3
02/04/2011,08,2,4,-0.6,0.76,9.3
02/04/2011,09,2,4,0.6,0.52,9.3
02/04/2011,10,4,4,1.7,0.52,11.1
02/04/2011,11,1,4,2.8,0.5,11.1
02/04/2011,12,3,4,3.9,0.5,14.8
02/04/2011,13,3,4,5.0,0.45,11.1
02/04/2011,14,2,4,5.0,0.49,16.7
02/04/2011,15,2,4,5.6,0.43,14.8
02/04/2011,16,3,4,3.9,0.55,9.3
02/04/2011,17,4,4,3.3,0.6,7.4
02/04/2011,18,7,4,3.3,0.62,9.3
02/04/2011,19,2,4,2.8,0.65,11.1
02/04/2011,20,2,4,2.8,0.7,11.1
02/04/2011,22,2,4,3.3,0.7,9.3
02/05/2011,04,1,9,1.0,1.0,5.6
02/05/2011,05,1,9,1.0,1.0,0.0
02/05/2011,13,1,9,2.0,1.0,11.1
02/05/2011,15,1,9,2.0,1.0,0.0
02/05/2011,18,2,4,4.0,1.0,29.6
02/06/2011,12,1,1,7.8,0.47,0.0
02/06/2011,14,1,1,8.3,0.46,5.6
02/06/2011,15,4,0,8.3,0.48,7.4
02/06/2011,16,4,0,8.3,0.46,0.0
02/06/2011,17,1,0,5.6,0.58,11.1
02/06/2011,18,1,1,5.0,0.62,9.3
02/07/2011,08,3,1,1.7,0.82,0.0
02/07/2011,09,3,0,2.8,0.79,7.4
02/07/2011,10,2,0,5.6,0.67,5.6
02/07/2011,11,1,4,7.0,0.61,0.0
02/07/2011,12,4,4,8.3,0.59,7.4
02/07/2011,13,2,4,8.9,0.56,5.6
02/07/2011,14,1,4,10.0,0.52,5.6
02/07/2011,16,3,4,7.2,0.68,11.1
02/07/2011,17,10,4,7.8,0.68,9.3
02/07/2011,18,6,4,6.7,0.73,0.0
02/07/2011,19,4,4,6.7,0.73,7.4
02/07/2011,20,1,0,6.7,0.73,0.0
02/07/2011,21,1,1,5.0,0.82,5.6
02/08/2011,08,1,1,3.3,0.53,33.3
02/08/2011,09,2,1,2.2,0.48,37.0
02/08/2011,11,1,0,2.8,0.39,33.3
02/08/2011,12,3,4,2.8,0.34,29.6
02/08/2011,13,1,0,2.2,0.37,27.8
02/08/2011,14,2,0,2.2,0.36,25.9
02/08/2011,17,6,0,1.1,0.32,25.9
02/08/2011,18,3,1,-0.6,0.4,31.5
02/08/2011,19,2,1,-1.1,0.4,22.2
02/08/2011,20,2,1,-2.2,0.36,31.5
02/08/2011,22,1,1,-3.3,0.34,22.2
02/09/2011,08,3,0,-3.3,0.41,11.1
02/09/2011,09,3,0,-2.2,0.38,5.6
02/09/2011,10,1,4,-1.7,0.43,11.1
02/09/2011,12,2,4,0.0,0.4,16.7
02/09/2011,13,1,4,0.6,0.37,20.4
02/09/2011,14,1,4,0.6,0.37,18.5
02/09/2011,15,3,4,0.6,0.38,16.7
02/09/2011,16,1,4,0.6,0.37,16.7
02/09/2011,17,6,4,0.0,0.48,20.4
02/09/2011,18,5,3,-1.0,0.64,24.1
02/09/2011,19,1,3,-2.0,0.74,18.5
02/09/2011,20,1,3,-2.0,0.86,11.1
02/09/2011,21,2,4,-2.0,0.86,11.1
02/09/2011,22,1,3,-1.1,0.79,13.0
02/10/2011,00,1,3,-2.2,0.81,9.3
02/10/2011,01,1,4,-2.2,0.75,5.6
02/10/2011,07,1,1,-4.4,0.51,22.2
02/10/2011,08,1,1,-3.3,0.44,24.1
02/10/2011,09,1,1,-2.8,0.43,20.4
02/10/2011,11,1,1,-1.0,0.34,25.9
02/10/2011,13,1,2,0.6,0.29,18.5
02/10/2011,15,1,2,0.6,0.28,20.4
02/10/2011,16,2,1,0.0,0.27,13.0
02/10/2011,17,5,1,-1.1,0.29,9.3
02/10/2011,18,7,2,-1.7,0.29,7.4
02/10/2011,19,2,2,-1.7,0.3,5.6
02/10/2011,21,2,1,-2.8,0.39,0.0
02/10/2011,22,2,1,-2.8,0.43,7.4
02/10/2011,23,1,1,-3.9,0.49,7.4
02/11/2011,08,2,1,-2.8,0.75,14.8
02/11/2011,09,1,1,-1.7,0.69,13.0
02/11/2011,10,1,1,0.0,0.64,9.3
02/11/2011,13,3,1,5.6,0.28,16.7
02/11/2011,14,2,1,6.7,0.22,11.1
02/11/2011,15,2,1,6.1,0.28,13.0
02/11/2011,16,5,1,6.1,0.25,0.0
02/11/2011,17,6,1,5.0,0.28,0.0
02/11/2011,18,5,2,3.9,0.34,0.0
02/11/2011,19,1,2,1.7,0.57,9.3
02/11/2011,22,1,2,0.0,0.69,0.0
02/12/2011,10,1,1,6.1,0.3,22.2
02/12/2011,11,2,0,6.1,0.38,31.5
02/12/2011,14,1,1,8.3,0.29,27.8
02/12/2011,15,2,1,7.8,0.3,27.8
02/12/2011,16,6,1,6.7,0.32,35.2
02/12/2011,17,2,1,5.0,0.38,22.2
02/12/2011,23,1,0,0.6,0.66,7.4
02/13/2011,01,1,4,0.6,0.75,5.6
02/13/2011,09,1,0,6.1,0.45,22.2
02/13/2011,13,2,4,11.1,0.3,27.8
02/13/2011,14,4,4,11.1,0.3,20.4
02/13/2011,15,2,4,11.7,0.29,22.2
02/13/2011,17,1,0,11.1,0.32,20.4
02/13/2011,18,2,0,10.6,0.35,18.5
02/13/2011,19,2,1,10.6,0.36,22.2
02/13/2011,21,1,1,10.6,0.36,20.4
02/14/2011,07,1,0,10.0,0.39,31.5
02/14/2011,09,2,1,13.3,0.32,14.8
02/14/2011,10,2,1,17.2,0.24,16.7
02/14/2011,11,2,1,18.9,0.22,29.6
02/14/2011,12,2,1,20.0,0.2,25.9
02/14/2011,13,5,1,21.1,0.14,33.3
02/14/2011,14,2,1,18.9,0.21,44.4
02/14/2011,15,1,0,16.7,0.29,31.5
02/14/2011,16,8,1,13.9,0.34,40.7
02/14/2011,17,9,1,11.1,0.41,40.7
02/14/2011,18,11,1,10.0,0.43,33.3
02/14/2011,19,3,2,9.0,0.46,31.5
02/14/2011,20,2,0,9.0,0.5,35.2
02/14/2011,21,1,1,7.8,0.47,44.4
02/15/2011,00,1,1,6.1,0.42,51.9
02/15/2011,09,5,1,3.3,0.27,18.5
02/15/2011,10,1,1,4.4,0.25,16.7
02/15/2011,11,4,1,5.0,0.24,16.7
02/15/2011,12,2,1,6.7,0.21,14.8
02/15/2011,13,4,1,7.8,0.2,14.8
02/15/2011,14,1,1,7.8,0.2,11.1
02/15/2011,15,2,1,7.8,0.2,16.7
02/15/2011,16,3,0,7.2,0.23,14.8
02/15/2011,17,7,0,6.1,0.23,9.3
02/15/2011,18,9,0,5.0,0.26,9.3
02/15/2011,19,3,0,4.4,0.32,7.4
02/15/2011,20,2,0,3.3,0.53,0.0
02/15/2011,21,1,1,2.8,0.44,0.0
02/15/2011,22,2,4,1.7,0.44,5.6
02/16/2011,00,2,1,1.1,0.44,5.6
02/16/2011,07,1,4,1.7,0.59,11.1
02/16/2011,08,1,0,2.8,0.54,18.5
02/16/2011,09,3,0,4.4,0.4,25.9
02/16/2011,10,1,1,8.3,0.33,20.4
02/16/2011,11,2,1,10.0,0.32,22.2
02/16/2011,12,2,1,12.2,0.3,24.1
02/16/2011,13,3,1,13.9,0.28,27.8
02/16/2011,14,2,1,14.4,0.28,27.8
02/16/2011,15,3,2,14.4,0.3,25.9
02/16/2011,16,1,2,13.9,0.29,18.5
02/16/2011,17,10,1,10.6,0.43,14.8
02/16/2011,18,8,1,8.3,0.54,14.8
02/16/2011,19,4,1,10.0,0.44,13.0
02/16/2011,20,3,0,8.9,0.48,13.0
02/16/2011,21,1,1,8.3,0.52,13.0
02/16/2011,22,1,0,10.0,0.39,14.8
02/16/2011,23,1,0,8.3,0.52,13.0
02/17/2011,01,1,4,8.3,0.54,14.8
02/17/2011,08,5,0,8.9,0.56,13.0
02/17/2011,09,1,0,10.0,0.52,13.0
02/17/2011,10,1,4,12.8,0.45,16.7
02/17/2011,11,2,0,15.0,0.41,14.8
02/17/2011,12,1,0,17.8,0.35,14.8
02/17/2011,13,5,0,20.6,0.31,14.8
02/17/2011,14,2,0,21.1,0.29,16.7
02/17/2011,15,1,4,18.9,0.36,20.4
02/17/2011,16,2,4,20.0,0.33,20.4
02/17/2011,17,14,4,17.8,0.43,18.5
02/17/2011,18,4,4,13.9,0.57,16.7
02/17/2011,19,4,0,15.0,0.55,22.2
02/17/2011,20,1,0,17.2,0.56,25.9
02/17/2011,21,2,1,16.1,0.6,18.5
02/17/2011,22,2,0,13.9,0.67,20.4
02/17/2011,23,2,0,13.3,0.69,18.5
02/18/2011,08,3,4,12.2,0.75,13.0
02/18/2011,09,2,4,12.8,0.72,14.8
02/18/2011,10,2,0,13.3,0.72,11.1
02/18/2011,11,3,0,16.1,0.6,13.0
02/18/2011,12,1,0,21.1,0.44,13.0
02/18/2011,13,3,1,23.9,0.37,20.4
02/18/2011,14,7,0,24.4,0.36,22.2
02/18/2011,15,4,1,23.9,0.36,18.5
02/18/2011,16,6,1,23.9,0.33,24.1
02/18/2011,17,7,0,22.8,0.33,22.2
02/18/2011,18,12,1,22.2,0.28,38.9
02/18/2011,19,2,1,20.6,0.32,13.0
02/18/2011,20,1,2,20.0,0.21,33.3
02/18/2011,21,3,1,17.8,0.1,16.7
02/18/2011,22,1,2,16.7,0.09,18.5
02/18/2011,23,1,2,15.0,0.13,33.3
02/19/2011,04,1,2,10.6,0.15,20.4
02/19/2011,09,1,2,11.7,0.17,38.9
02/19/2011,11,1,1,13.3,0.18,33.3
02/19/2011,13,1,1,13.9,0.16,44.4
02/19/2011,14,2,1,13.3,0.15,51.9
02/19/2011,15,2,1,13.0,0.17,50.0
02/19/2011,16,2,1,11.7,0.2,40.7
02/19/2011,18,2,2,8.3,0.28,24.1
02/19/2011,21,1,2,5.6,0.31,33.3
02/20/2011,09,3,4,3.9,0.41,13.0
02/20/2011,10,2,4,5.6,0.35,11.1
02/20/2011,13,1,0,8.9,0.27,11.1
02/20/2011,14,5,0,8.9,0.27,5.6
02/20/2011,15,2,0,8.9,0.3,5.6
02/20/2011,17,1,4,8.3,0.36,9.3
02/21/2011,05,1,4,11.7,0.27,20.4
02/21/2011,08,2,4,7.0,0.57,20.4
02/21/2011,10,1,4,7.0,0.57,7.4
02/21/2011,11,2,4,6.7,0.68,13.0
02/21/2011,13,2,4,6.7,0.76,16.7
02/21/2011,14,1,4,6.1,0.71,29.6
02/21/2011,16,1,4,5.0,0.73,25.9
02/21/2011,17,1,9,4.4,0.79,24.1
02/21/2011,18,2,9,4.0,0.81,27.8
02/21/2011,20,1,6,3.0,0.7,27.8
02/22/2011,09,3,4,-1.7,0.72,11.1
02/22/2011,10,1,0,-1.0,0.69,7.4
